id,en,fr,de
trailer_5,"Welcome to the Villa Majorelle or Villa Jika, after my beautiful wife! We are the Majorelle family. Thank you very much for coming. Let’s go right in!","Bienvenue à la Villa Majorelle ou à la Villa Jika, d'après ma belle épouse ! Nous sommes la famille Majorelle. Merci beaucoup d'être venus. Entrons !","Willkommen vor der Villa Majorelle oder Villa Jika, wie wir sie nennen, nach meiner wunderschönen Frau. Vielen Dank, dass Sie gekommen sind. Gehen wir gleich rein!"
trailer_6,"Hmm, these must be the plants Jane Majorelle was talking about...","Hmm, ce sont sûrement les plantes dont Jane Majorelle parlait…","Hmm, das müssen die Pflanzen sein, von denen Jane Majorelle gesprochen hat..."
entrance_louis_greeting,"Welcome to the Villa Majorelle or Villa Jika as we prefer to call it, after my beautiful wife","Bienvenue à la Villa Majorelle ou Villa Jika, comme nous préférons l'appeler, d’après ma charmante femme","Willkommen in der Villa Majorelle oder Villa Jika, wie wir sie lieber nennen, nach meiner wunderschönen Frau"
entrance_louis_intruction1,First let me show you how to interact with things,Laissez-moi d'abord vous montrer comment interagir avec les objets,"Zuerst zeige ich Ihnen, wie man mit den Dingen interagiert."
entrance_louis_intruction2,"Look around and look closer at things. To do so, you must first click the eye and then whatever sparks your interest. Try it out!","Pour regarder autour de vous, Cliquez sur l’œil puis sur quelque chose d’autre qui vous intéresse.. Essayez!","Sieh dich um und schau dir Dinge näher an. Dazu musst du zuerst das Auge anklicken und dann das, was was auch immer dein Interesse weckt. Probiere es aus!"
entrance_artur_kiara,Got it. Hmm ... Let's ask Kiara for some advice first. She always has the best ideas.,Je l'ai. Hmm ... Demandons Kiara quelques conseils en premier. Elle a toujours les meilleures idées.,Habe es. Hmm ... Lassen Sie uns fragen Kiara für einige Ratschläge zuerst. Sie hat immer die besten Ideen.
entrance_kiara_tip,Those tulips on the wall look like they don't belong here. Let's look at them.,Ces tulipes sur le look de mur comme ils ne font pas partie ici. Regardons à eux.,"Diese Tulpen auf der Wand schauen, wie sie gehören nicht hierher. Schauen wir uns ihnen."
entrance_kiara_1,Nice entrance area! Although those tulips look weird.,Belle entrée ! Bien que ces tulipes aient l'air bizarres.,Schöner Eingangsbereich! Obwohl diese Tulpen etwas komisch aussehen.
entrance_kiara_2,"Let's ask Louis for instructions. And if you need any more tips from me later, just talk to me then.","Demandons des instructions à Louis. Et si tu as besoin d'autres conseils de ma part plus tard, n'hésite pas à m'en parler.","Lass uns Louis Majorelle nach Anweisungen fragen. Und wenn du später noch Tipps von mir brauchst, sprich mich einfach an."
entrance_kiara_01,Nice entrance area. However those tulips look like they don't belong here. Hmm... Let's talk to Louis.,Belle entrée ! Bien que ces tulipes aient l'air bizarres. Eh bien... Allons parler à Louis.,"Schöner Eingangsbereich. Allerdings sehen diese Tulpen nicht so aus, als würden sie hier hingehören. Naja... Lass uns mal mit Louis reden."
entrance_louis_1,In the entrance area it should be all honesty flowers on the wall. Let’s have a closer look at those tulips to fix that.,"Dans la zone d'entrée, il devrait y avoir toutes les fleurs de l'honnêteté sur le mur. Regardons de plus près ces tulipes pour régler ce problème.","Im Eingangsbereich sollte nur mit Silbertalern dekoriert sein. Schauen wir uns die Tulpen genauer an, um das zu korrigieren."
entrance_louis_2,"To do so, you must first click the eye and then whatever you want to have a closer look at. Try it out!","Pour faire cela, tu dois d'abord cliquer sur l'œil et ensuite sur ce que tu veux regarder de plus près. Essaie-le !","Dazu musst du zuerst auf das Auge klicken und dann auf das, was du dir näher ansehen möchtest. Probier's aus!"
entrance_louis_riddle,Here you have to pick the correct answer with the hand. This can also be used to pick things up.,"Ici, vous devez choisir la bonne réponse avec la main. Cela peut aussi servir à ramasser des objets",Hier musst du mit der Hand die richtige Antwort auswählen. Die Hand kann man aber auch zum Aufheben von Dingen benutzen.
entrance_wrong_flower,I don't think this fits with the other flowers.,Je ne pense pas que cela corresponde aux autres fleurs.,"Ich glaube nicht, dass das zu den anderen Blumen passt."
entrance_right_flower,This looks good!,Ça a l'air correct!,Das sieht gut aus!
entrance_offer_lamp,"Take this lightbulb, you can repair the lamp with it!",Prenez cette ampoule avec laquelle vous pouvez réparer la lampe!,"Nimm diese Glühbirne, damit kannst du die Lampe reparieren!"
entrance_picked_lightbulb,Well done! The lightbulb is now in your inventory.,Bien joué ! L'ampoule est maintenant dans votre inventaire.,Gut gemacht! Sie ist jetzt in deinem Inventar.
entrance_use_lamp,"Okay, now let’s put the lightbulb into the lamp.","Ok maintenant, utilisons cette ampoule sur la lampe","Okay, jetzt benutzen wir diese Glühbirne für die Lampe."
entrance_louis_use_explain,"For this click the gears, then the item you want to use and then where you want to use it or move it to… the same goes for switching two items.","Pour cela, cliquez sur les engrenages, puis sur l'objet que vous voulez utiliser et enfin sur l'endroit où vous voulez l'utiliser ou le déplacer... Même chose pour échanger deux objets.","Klicke dazu auf die Zahnräder, dann auf das gewünschte Objekt und dann auf die Stelle, an der du es benutzen oder zu der du es bewegen möchtest... Das Tauschen von zwei Sachen geht genauso."
entrance_light_on,Splendid! Now everything’s back in order here!,Magnifique! Maintenant tout est en ordre ici!,Wunderbar! Jetzt ist hier alles wieder in Ordnung!
entrance_light_on_edit,Splendid! Now everything’s back in order here and in the corner of my eye I see those plants blocking the hallway disappearing! Good luck in the other rooms!,"Splendide ! Maintenant tout est rentré dans l'ordre ici et du coin de l'œil, je vois disparaître les plantes qui bloquaient le couloir ! Bonne chance dans les autres pièces !","Prächtig! Jetzt ist hier alles wieder in Ordnung und aus dem Augenwinkel sehe ich die Pflanzen, die den Flur blockieren, verschwinden! Viel Glück in den anderen Räumen!"
entrance_louis_remember,And remember that last button if you want to move things somewhere or switch two things.,Tu peux aussi utiliser ce dernier bouton si tu veux déplacer ou échanger des choses.,Die letzte Taste kannst du auch benutzen wenn du Dinge bewegen oder tauschen willst.
kiara_tutorial_edit,"Okay, I think we are ready to free this villa from the plants now. I listened carefully to Louis and took notes.","Bon, je pense que maintenant nous sommes prêts à libérer cette villa des plantes. J'ai bien écouté Louis et j'ai pris des notes.","Okay, ich denke, wir sind jetzt bereit, diese Villa von den Pflanzen zu befreien. Ich habe Louis aufmerksam zugehört und mir Notizen gemacht."
kiara_tutorial_edit2,"I will stay in the background, but you can ask me for advice and ideas, whenever you don’t know what to do next. Maybe my notes will be of use to you.","Je resterai en arrière-plan, mais vous pouvez me demander des conseils et des idées, chaque fois que vous ne savez pas quoi faire ensuite. Peut-être que mes notes vous seront utiles.","Ich werde im Hintergrund bleiben, aber du kannst mich jederzeit nach Rat oder Ideen fragen, wenn du nicht weißt, wie es weitergehen soll. Vielleicht helfen dir meine Notizen weiter."
hallway_jacques,Come follow me to the living room.,Suivez-moi dans le salon.,Folge mir ins Wohnzimmer.
hallway_artur,"Okay, let’s look at the next room!","Ok, regardons la pièce d'à côté!","Okay, schauen wir uns den nächsten Raum an!"
hallway_artur_edit,"Okay, let’s follow Jacques into the living room then!","Bon, suivons Jacques dans le salon!","Okay, dann lass uns Jacques ins Wohnzimmer folgen!"
hallway_kiara,We should follow Jacques and have a look at the next room.,Suivons Jacques et regardons la pièce suivante.,Wir sollten Jacques folgen und uns den nächsten Raum anschauen.
livingroom_window_not_done,This doesn't look complete.,Cela n'a pas l'air complet.,Das sieht so nicht ganz vollständig aus.
livingroom_window_missing,Some pieces are missing... maybe I should look around.,Il manque quelques morceaux... peut-être que je devrais regarder autour de moi,Da fehlen ein paar Teile... vielleicht sollte ich mich im Raum umsehen.
livingroom_window_fixed,"Yay, you repaired the window! At last we see the beautiful light again!","Bravo, vous avez réparé la fenêtre! Nous pouvons enfin profiter à nouveau de la lumière!","Juhu, du hast das Fenster repariert! Endlich können wir wieder das schöne Licht sehen!"
livingroom_flower_reward,You will find a flower in your inventory as a reward. Maybe this will be useful later.,Vous trouverez une fleur dans votre inventaire comme récompense. Cela vous sera peut-être utile plus tard.,"Du erhältst eine Blume als Belohnung, die du in deinem Inventar finden kannst. Vielleicht wird diese später nützlich sein."
livingroom_window_kiara,Try the edges first!,Essaie d'abord les bords !,Probiere zuerst die Kanten zu puzzeln!
livingroom_kiara_tip,That window looks broken.,Cette fenêtre a l'air cassée.,Dieses Fenster sieht kaputt aus.
livingroom_1,Placeholder,placeholder,Platzhalter
livingroom_2,Placeholder,placeholder,Platzhalter
livingroom_3,Placeholder,placeholder,Platzhalter
diningroom_kiara_tip,Maybe we should look around.,On devrait peut-être regarder autour de nous.,Vielleicht sollten wir uns umsehen.
diningroom_painting_kiara,That duck looks weird!,Ce canard a l'air un peu bizarre!,Das Ente sieht komisch aus!
diningroom_not_all_found,Keep looking!,Continue de regarder!,Suche weiter!
diningroom_all_found,You found all the differences!,Vous avez trouvé toutes les différences!,Du hast alle Unterschiede gefunden!
diningroom_artur_paper,"Oh, a piece of paper fell out! Let’s have a look at it!","Oh, un morceau de papier est tombé! Regardons-le!","Oh, ein Stück Papier ist herausgefallen! Das sollten wir uns mal ansehen!"
diningroom_not_solved_paper,Something is still not right.,Quelque chose ne va pas encore.,Irgendwas stimmt hier noch nicht.
diningroom_solved_paper,Thank you for restoring that!,Merci d'avoir restauré ça!,"Danke, dass Sie das wiederhergestellt haben!"
diningroom_paper_kiara,Okay so where did we come from?,"Bon, d'où venons-nous encore?","Okay, woher kamen wir nochmal?"
diningroom_1,Placeholder,placeholder,Platzhalter
diningroom_2,Placeholder,placeholder,Platzhalter
diningroom_3,Placeholder,placeholder,Platzhalter
staircase_artur_dont_leave,I don't think it is time to leave yet. It doesn't look like I am done here.,Je pense qu'il est trop tôt pour partir. Je n'ai pas encore fini.,Ich glaube es ist noch zu früh um zu gehen. Ich bin hier noch nicht fertig.
staircase_window_kiara,Looks like the blue part goes in the middle!,On dirait que le morceau bleue va au milieu!,Der blaue Teil scheint in die Mitte zu passen!
staircase_window_solved,Yay! This looks great.,Yay ! C'est parfait.,Yay! Das sieht super aus.
staircase_window_unsolved,This doesn't look right.,Cela n'a pas l'air correct.,Das sieht so nicht ganz richtig aus.
staircase_kiara_upstairs,"Come on, Arthur, let's see what's upstairs now!","Viens, Arthur, allons voir ce qu'il y a là-haut!","Lass uns schauen was oben ist, Arthur!"
staircase_1,Placeholder,placeholder,Platzhalter
frontbedroom_artur_plants,"Ah, more plants. Let's see what I can use here.",Encore plus de plantes! Voyons ce que je peux utiliser ici.,"Oh, noch mehr Pflanzen! Mal sehen, was ich hier verwenden kann."
frontbedroom_kiara_tip,These gaps look like the flowers we got earlier!,Ces lacunes ressemblent les fleurs que nous avons eu plus tôt!,"Diese Lücken sehen aus wie die Blumen, die wir vorher bekommen haben!"
frontbedroom_kiara_wrong_spot,This flower doesn't fit here. Let us try a different spot!,Cette fleur ne va pas ici. Essaye un autre endroit!,Diese Blume passt hier nicht. Versuche sie an einer anderen Stelle einzusetzen!
frontbedroom_not_all_flowers,Seems like some flowers are missing.,Il semble qu'il manque des fleurs.,Es sieht aus als ob hier ein paar Blumen fehlen.
bedroom_jeanne_album1,"Thank you very much! Here, take this photo album as a rewar-","Merci beaucoup ! Voici, prenez cet album photo en récompens-","Vielen Dank! Hier, nimm dieses Fotoalbum als Belohnun-"
bedroom_jeanne_album2,Thank you very much! There is a photo album on the bed as a reward. Take it!,Merci beaucoup ! Prenez l'album photo sur le lit comme cadeau!,"Vielen Dank! Hier, nimm dieses Fotoalbum auf dem Bett als Belohnung!"
bedroom_jeanne_locked,Oh no! It’s locked and I don't remember the code to unlock it.,Oh non ! Il est verrouillé et je ne me souviens plus du code pour l'ouvrir.,Oh nein! Es ist gesperrt und ich weiß den Entsperrcode nicht mehr.
bedroom_artur_dontworry,"Don’t worry, Madam, we’ll fix it!","Ne vous inquiétez pas, Madame, nous allons le réparer!","Keine Sorge, Madame, das kriegen wir schon hin."
bedroom_album_kiara_tip1,Let’s look at the lock on the side!,Regardons la serrure sur le côté,Schauen wir uns das Schloss an der Seite an.
bedroom_album_kiara_tip2,Okay... so the password is a 4-digit number. Let’s look around the room for something that fits!,Ok... donc c'est un nombre à 4 chiffres. Regardons autour de nous pour trouver quelque chose qui corresponde !,Hmm... Wir brauchen eine vierstellige Zahlenfolge. Sehen wir uns im Zimmer nach etwas Passendem um!
bedroom_album_not_correct,This is not correct. Have you looked around in the room yet?,Ce n'est pas correct. As-tu déjà regardé dans la pièce ?,"Das stimmt so nicht, hast du dich im Raum umgeschaut?"
bedroom_nothing_here,Seems like nothing to see here.,Il n'y a rien à voir ici.,Hier ist nichts zu sehen.
bedroom_kiara_tip,Four digit number... Sounds like it could be a date?,Un nombre à quatre chiffres... Peut-être une date?,Eine vierstellige Zahl... Könnte eventuell eine Jahreszahl sein?
bedroom_album_solved_jane,Ah...That is the year when we moved in. I should have remembered.,Ah...C'est l'année où nous avons emménagé dans cette maison. J'aurais dû m'en souvenir.,"Ah... Das ist das Jahr, in dem wir hier eingezogen sind. Daran hätte ich mich erinnern sollen."
